"Nyheter","Tillit","Rettferdige","Pavirkning","Tillit_Storting","Tillit_Dom","Tillit_Politi","Tillit_Politikere","Stemme","Alder","Kjonn","Inntekt","Utdanning"
120,6,8,3,8,9,8,4,3,57,1,10,9
30,6,5,2,9,10,10,7,3,47,1,10,13
120,8,8,3,6,8,10,8,8,62,2,3,8
120,5,3,3,9,9,9,7,3,37,2,NA,13
120,9,8,4,7,9,9,5,2,58,2,7,12
30,8,5,4,8,10,10,5,7,22,1,2,6
60,7,7,3,8,10,8,7,7,48,1,10,6
60,7,7,3,8,8,9,6,2,21,2,NA,5
90,9,9,3,7,9,9,5,3,31,2,7,13
120,7,7,3,8,9,8,4,3,58,2,5,9
60,8,8,4,9,9,8,7,3,50,1,10,14
150,10,10,2,7,8,7,7,3,53,1,10,12
30,8,8,3,5,9,7,4,3,69,1,4,3
30,6,7,4,9,8,9,7,3,22,2,NA,9
15,10,9,1,2,6,4,0,3,58,2,5,6
90,5,7,3,4,3,5,2,5,59,1,6,12
60,7,7,4,9,8,7,6,4,40,1,10,10
60,4,4,3,7,6,8,6,NA,15,2,NA,3
90,8,8,2,6,8,8,4,3,81,1,4,6
15,5,7,3,2,5,7,4,NA,19,1,3,3
60,7,7,4,9,10,8,6,7,37,1,6,13
120,8,8,5,7,10,10,7,NA,29,2,9,13
120,6,8,4,8,8,7,5,3,75,1,5,10
120,5,7,4,7,8,6,5,4,35,1,8,13
30,10,9,3,6,9,10,7,2,38,2,9,11
150,2,3,2,8,10,10,2,NA,27,1,7,6
120,3,7,3,5,7,9,3,7,21,1,9,5
30,10,10,1,1,0,3,0,6,NA,1,NA,3
180,7,7,2,8,10,10,7,7,59,2,3,5
90,8,6,5,10,10,10,8,3,53,2,4,12
90,8,7,3,7,8,8,6,5,64,1,4,8
60,6,5,2,6,8,8,4,3,45,1,3,6
0,4,4,2,8,6,4,1,10,30,1,3,6
60,9,9,4,7,9,9,7,3,44,2,2,10
40,7,8,3,7,6,6,4,10,28,2,4,11
60,8,8,4,7,8,8,7,5,61,2,9,10
60,5,0,4,6,6,10,10,3,20,1,3,6
60,8,8,3,8,9,9,7,2,51,1,7,8
120,8,9,3,9,9,9,5,7,51,2,5,5
60,10,10,2,5,10,10,5,3,73,1,5,8
90,8,8,4,10,9,9,8,11,63,2,7,10
810,5,7,2,8,9,10,6,NA,75,1,4,3
120,7,7,3,6,7,6,5,4,29,2,6,13
120,8,5,NA,8,3,6,3,6,75,1,2,6
120,9,9,3,7,9,9,6,3,57,2,10,14
10,5,4,1,3,4,4,4,8,30,2,1,5
865,6,8,2,8,9,9,7,NA,52,2,9,10
NA,8,8,3,8,8,8,8,7,38,1,NA,9
60,9,9,4,10,10,10,7,NA,17,1,7,3
1072,4,6,4,6,8,10,8,NA,46,2,2,6
30,8,7,2,7,9,9,7,6,60,2,7,11
45,8,8,3,6,7,9,5,5,70,2,1,6
10,7,8,3,9,8,6,6,5,48,2,2,13
120,7,6,2,4,5,2,4,3,62,1,3,11
360,9,8,1,0,9,7,0,8,36,1,4,5
30,3,5,3,4,4,6,4,7,23,1,4,6
135,8,9,3,9,9,10,9,7,62,2,9,6
60,7,7,4,5,8,8,9,8,63,2,5,4
60,5,5,3,6,7,7,5,6,53,1,7,5
105,8,9,4,9,10,9,6,7,69,1,5,10
40,9,9,3,9,8,6,6,7,56,1,7,6
60,7,7,3,7,5,5,5,8,NA,1,8,10
30,9,9,3,8,9,9,8,1,51,2,8,10
120,3,4,4,8,8,7,4,4,40,1,8,3
105,7,8,3,8,7,7,8,3,63,1,9,6
90,6,8,3,7,9,9,4,5,48,1,6,6
300,7,8,2,7,7,8,5,7,55,2,4,8
300,7,9,4,10,10,9,8,2,77,2,1,6
15,7,8,3,5,7,7,6,10,35,2,3,10
120,8,8,3,6,5,6,2,7,26,1,4,5
180,5,4,3,7,7,7,5,NA,18,2,NA,3
60,4,3,2,8,9,7,6,NA,17,2,NA,3
30,5,8,4,10,9,10,8,8,70,1,10,13
120,8,8,2,5,2,2,7,1,46,1,3,6
666,8,7,3,8,8,7,6,4,40,2,7,11
60,8,9,3,10,9,8,7,3,48,2,8,12
45,6,4,2,4,6,7,3,3,20,2,4,6
90,7,7,3,7,5,6,5,7,64,1,7,10
30,8,10,2,0,7,5,3,6,60,1,3,5
30,8,10,3,5,8,9,5,3,32,2,5,10
10,7,4,2,4,9,10,3,7,36,1,6,10
90,7,7,3,8,9,9,7,7,44,1,10,6
10,8,5,5,9,9,10,9,NA,31,2,8,13
NA,7,7,4,8,9,8,5,6,54,1,1,NA
60,7,7,5,6,8,7,5,3,36,1,7,9
60,6,7,2,7,8,8,6,3,40,2,5,5
75,8,8,3,6,7,7,6,7,56,1,6,6
150,7,5,3,7,4,4,4,NA,64,1,2,6
90,6,5,3,7,6,8,8,3,58,2,3,9
150,8,9,4,10,8,10,6,7,66,1,5,8
60,8,8,3,4,8,8,3,10,53,1,7,6
NA,8,7,4,7,7,8,7,7,56,1,NA,6
60,7,7,2,8,7,4,6,NA,38,1,8,6
60,8,8,3,7,9,9,5,7,50,1,10,13
30,5,7,3,7,10,10,5,8,25,2,3,6
120,4,6,2,8,4,10,3,7,43,1,3,9
15,4,8,2,5,6,7,3,6,34,2,10,10
60,5,8,3,8,7,8,6,4,50,1,9,10
60,9,8,2,7,8,8,5,8,47,1,10,13
360,8,8,3,8,8,10,6,2,75,1,3,13
15,5,7,3,9,7,9,6,NA,19,2,NA,6
60,10,8,3,9,8,7,6,8,58,1,7,10
120,5,4,3,4,6,6,3,NA,45,1,4,3
30,9,6,3,7,9,9,5,11,26,1,2,10
120,8,9,2,4,4,6,2,10,56,2,2,5555
60,5,8,2,NA,7,10,0,3,66,2,4,5
30,4,10,3,0,NA,10,NA,NA,36,1,1,12
60,1,4,3,7,8,9,5,5,57,2,5,10
30,5,7,3,5,0,7,4,7,65,1,1,10
90,10,9,4,10,10,10,5,1,46,2,5,10
10,7,8,2,6,7,7,5,8,28,1,6,9
60,9,8,2,8,10,10,6,2,28,2,4,5
30,7,8,2,3,4,3,0,8,52,1,6,6
120,8,9,3,2,8,7,4,3,73,1,5,10
5,7,8,2,5,7,7,5,5,45,1,6,4
150,7,5,3,6,7,8,5,7,54,1,8,5
60,7,9,4,9,9,8,7,3,44,1,4,10
60,9,8,3,9,9,8,5,NA,39,1,7,11
120,7,6,3,3,7,7,6,6,70,2,4,10
5,8,8,2,10,10,10,8,NA,19,1,10,6
120,7,8,4,9,9,8,7,7,47,1,8,10
NA,7,7,4,7,9,7,6,3,25,1,1,6
180,8,5,2,5,NA,8,5,NA,67,2,4,10
240,5,6,3,8,9,10,6,3,20,1,6,6
45,5,10,3,6,6,7,7,NA,NA,1,4,1
90,7,7,3,7,9,6,6,7,29,1,5,6
15,6,6,4,6,8,8,5,10,29,2,7,13
30,8,8,2,7,8,8,6,3,59,1,3,11
60,8,7,3,7,9,9,6,1,24,1,1,5
150,7,7,2,5,6,7,5,NA,66,2,NA,6
120,6,8,4,3,6,8,3,NA,60,2,3,6
60,8,7,4,8,9,9,6,7,38,1,8,10
60,9,10,3,9,9,6,8,7,66,2,5,9
30,8,3,3,8,7,8,6,5,50,2,2,10
120,10,10,3,7,9,8,6,4,35,2,7,10
10,7,7,2,5,6,7,3,2,60,2,1,11
25,2,5,1,8,8,9,6,NA,54,1,4,5
60,8,7,5,6,9,8,8,NA,60,2,9,10
60,7,7,2,6,7,8,5,8,58,1,7,8
120,9,9,4,8,8,9,7,1,49,1,5,9
20,5,7,3,5,7,7,3,NA,17,2,5,3
2,8,7,1,0,2,8,0,3,32,2,2,6
120,7,7,3,8,8,7,5,7,53,2,10,10
90,10,10,4,10,10,5,5,7,69,1,6,9
15,8,8,2,5,9,8,5,7,39,2,10,13
20,7,7,4,7,9,9,6,10,25,2,NA,13
60,8,9,3,8,8,7,6,NA,23,1,2,9
300,7,7,3,9,8,8,7,7,56,2,5,11
2,6,5,3,5,7,7,6,8,29,1,4,5
1016,2,1,2,3,7,8,3,2,63,2,3,3
10,5,5,2,5,8,8,2,NA,30,2,10,10
30,6,6,4,8,7,7,7,NA,17,2,7,3
30,8,8,1,9,9,9,9,NA,45,1,2,9
60,7,10,3,8,7,8,5,6,69,2,2,6
790,1,2,4,1,1,0,0,1,49,2,6,3
120,2,4,4,9,10,9,8,NA,77,1,NA,12
45,6,8,3,8,8,9,6,5,45,2,NA,13
90,7,8,3,5,5,10,6,7,51,2,9,10
180,7,6,3,7,10,4,2,7,22,1,10,8
NA,6,5,3,7,7,7,6,NA,19,2,NA,3
120,2,3,3,5,7,8,4,2,29,2,4,13
NA,7,3,1,4,8,8,2,NA,61,1,3,6
90,10,10,4,10,10,9,8,3,67,2,5,13
30,7,7,3,7,6,5,5,10,29,2,6,10
30,10,10,2,5,6,6,1,3,75,2,5,10
120,7,7,2,8,9,9,5,7,46,1,9,10
60,7,8,3,10,8,8,7,NA,16,2,4,3
180,8,8,2,6,7,7,7,7,77,2,9,13
120,6,7,3,8,7,9,5,7,70,1,2,3
60,8,8,4,7,8,7,6,2,39,2,7,13
60,8,8,4,9,9,10,5,7,26,1,6,10
300,10,10,3,10,7,9,9,7,87,1,5,13
120,5,8,2,0,3,5,3,3,77,1,4,6
1090,7,7,3,8,9,8,5,NA,32,2,5,12
964,3,5,4,10,10,10,5,NA,16,1,2,2
30,6,7,4,8,8,9,6,6,49,2,5,10
20,8,8,3,6,8,8,6,3,51,1,6,5
60,8,7,3,6,7,8,5,3,63,2,6,10
30,7,7,3,5,3,7,5,NA,22,1,2,5
120,8,8,3,6,7,8,6,3,67,1,2,10
180,3,5,3,8,5,8,5,NA,74,2,1,6
20,5,6,3,6,5,8,4,5,23,1,5,6
60,7,7,4,7,8,9,7,2,68,1,5,6
20,5,6,3,7,8,9,2,6,27,1,4,6
75,8,8,3,8,8,8,7,3,43,1,8,13
0,7,5,3,5,4,6,6,NA,35,2,4,6
120,7,8,3,8,6,10,6,7,55,2,2,5
90,7,7,3,8,8,9,8,7,45,2,6,11
150,8,8,2,5,5,7,6,7,75,2,3,6
30,4,5,3,7,4,10,8,3,21,1,2,6
30,6,7,2,8,9,7,5,6,43,1,5,11
60,6,8,3,7,7,8,4,NA,22,1,8,6
150,9,9,3,6,9,9,6,3,73,1,6,13
30,8,7,4,8,9,8,6,3,49,2,9,10
30,7,7,2,4,6,6,5,NA,78,2,NA,6
90,4,7,2,4,3,4,3,7,66,1,10,10
120,8,8,2,2,6,6,2,NA,74,1,6,10
15,7,9,3,8,8,9,8,NA,37,1,4,6
120,8,8,3,6,4,3,5,10,72,2,5,12
60,9,7,2,7,7,9,2,NA,26,1,1,3
60,7,8,4,9,9,7,6,3,64,1,5,6
180,10,10,3,7,8,9,7,2,71,2,6,12
120,10,8,2,3,8,9,3,2,63,2,4,10
30,3,6,4,8,6,7,4,3,34,1,7,13
90,7,5,3,7,9,8,7,4,71,1,6,6
60,5,7,1,2,2,2,2,3,35,2,4,13
210,10,10,3,5,7,0,2,5,55,1,8,13
60,6,5,3,7,8,8,6,7,57,2,10,12
60,5,9,4,7,9,9,7,3,62,1,9,6
60,9,3,2,10,6,2,8,3,73,1,3,3
60,10,8,2,5,5,5,5,NA,43,1,5,12
120,8,9,4,7,8,8,7,3,64,1,6,9
30,8,8,3,8,7,7,5,NA,NA,2,4,9
5,8,5,2,6,7,10,5,NA,40,1,10,3
240,7,7,2,6,7,7,4,2,48,2,3,9
0,5,7,4,7,6,8,5,3,22,2,NA,5
15,4,5,4,6,5,7,4,3,50,2,4,11
60,9,9,2,8,8,10,9,3,82,1,8,9
90,8,8,3,7,8,9,6,7,47,2,4,11
90,8,8,3,8,10,10,7,7,65,2,5,10
210,8,8,3,9,9,8,7,7,55,1,10,12
60,8,6,2,7,8,8,3,6,59,2,7,10
60,4,5,2,7,8,8,6,3,55,2,6,5
120,8,7,3,9,9,9,7,3,22,1,3,9
30,7,6,3,7,5,9,7,NA,16,2,6,2
60,8,8,3,7,8,9,7,7,28,2,2,13
60,8,8,2,5,7,7,4,3,65,1,5,6
180,8,10,3,10,9,9,7,3,67,1,2,10
150,8,8,4,7,8,7,5,4,55,1,8,9
60,7,7,3,10,10,10,7,NA,69,1,5,9
15,7,7,2,2,4,2,2,3,43,1,3,6
60,8,7,2,5,7,7,5,7,79,1,7,9
60,7,6,2,6,8,10,4,6,69,1,3,5
120,7,7,1,3,3,3,0,7,58,1,10,6
60,7,7,3,7,7,7,6,7,40,2,8,5
180,2,5,2,5,5,6,5,8,36,2,4,12
1,7,5,1,1,1,5,1,8,60,1,5,5
0,8,8,4,10,10,10,8,6,33,2,9,13
180,10,10,3,10,10,10,6,7,75,2,6,12
20,5,7,3,7,8,10,6,NA,22,2,8,8
60,7,5,4,7,9,9,3,3,51,2,7,13
15,7,6,3,8,9,9,7,7,34,1,9,6
180,8,9,3,7,7,8,4,7,53,2,9,10
840,7,7,3,8,10,9,7,7,54,2,5,5
30,5,9,4,9,9,10,5,3,46,1,4,13
60,5,7,3,5,9,8,5,7,NA,1,4,9
45,8,7,3,7,6,8,3,6,26,1,7,10
60,6,6,2,4,5,5,2,7,63,1,9,6
150,8,9,3,4,8,8,3,NA,56,2,3,5
150,3,4,2,5,4,5,3,7,35,2,9,13
120,4,6,2,4,8,9,3,7,33,2,8,6
1001,9,8,3,9,9,9,7,7,27,2,4,13
30,5,6,4,7,7,7,5,NA,17,1,6,3
120,5,7,4,7,10,9,5,3,40,2,8,10
60,7,6,3,7,7,6,4,3,32,2,9,13
30,7,7,3,5,7,9,3,2,NA,2,6,10
30,3,5,2,NA,NA,NA,NA,NA,NA,1,NA,3
10,2,3,3,5,3,5,1,NA,27,1,1,10
725,5,5,3,7,6,5,3,1,39,2,2,12
90,10,8,2,9,8,10,7,11,NA,1,3,6
150,8,8,4,7,7,7,5,2,30,2,2,10
45,8,8,5,10,10,10,9,2,38,1,8,12
70,8,8,2,5,7,7,4,3,62,2,4,13
30,6,7,3,5,7,6,4,3,28,2,8,10
120,10,10,5,10,10,10,8,3,61,2,NA,12
30,NA,5,3,10,10,10,5,8,34,2,3,11
30,7,6,2,6,7,8,6,7,49,1,5,5
15,5,3,3,6,8,8,3,4,39,1,4,12
240,10,10,4,10,NA,6,5,NA,24,1,3,6
10,8,8,NA,9,6,10,5,3,47,2,3,6
60,7,7,4,7,5,5,6,3,76,1,3,3
90,7,7,3,7,8,8,5,NA,57,1,6,3
120,7,8,5,4,7,3,3,4,33,1,6,13
45,6,8,3,7,9,9,6,2,22,2,1,11
30,7,8,3,9,8,8,7,7,58,1,8,6
20,7,7,4,7,8,8,7,3,75,1,8,9
0,5,9,2,4,9,10,4,NA,32,1,2,7
150,8,8,4,9,8,8,6,7,74,1,8,13
90,10,8,3,8,9,9,7,3,NA,1,8,10
120,8,8,3,8,10,8,6,3,52,1,8,13
120,5,6,2,5,8,7,4,7,52,1,10,13
45,6,6,2,6,7,8,5,5,26,2,8,10
90,5,6,3,8,8,8,6,3,35,2,6,6
150,4,6,3,6,8,8,6,6,46,1,6,13
90,2,4,2,9,6,3,5,7,64,1,7,11
30,10,10,3,7,8,9,5,10,30,1,7,11
120,8,8,3,10,10,10,8,7,59,1,10,6
60,8,7,2,7,9,8,2,8,54,1,6,10
60,10,10,2,4,7,10,5,7,57,2,3,6
120,8,6,2,3,7,9,2,3,59,1,5,3
13,3,3,3,5,5,9,5,NA,18,2,NA,3
20,8,8,3,7,9,8,6,7,48,1,9,14
60,8,8,3,8,7,7,8,3,58,1,9,9
180,9,8,3,8,9,7,6,5,73,2,6,13
180,6,10,3,3,5,8,3,7,74,2,3,8
10,8,8,3,5,7,7,5,7,33,2,4,5
5,9,9,2,6,8,9,3,10,33,2,3,10
60,8,9,2,5,8,10,5,NA,40,2,4,10
60,10,9,3,10,7,10,7,3,78,2,4,5
NA,5,9,NA,8,7,9,7,8,41,2,8,6
120,6,5,1,6,6,5,5,7,60,2,2,6
30,5,9,3,8,8,10,5,8,30,1,3,6
NA,7,7,3,8,7,7,5,NA,50,1,6,10
185,5,8,2,8,10,10,8,7,27,2,3,11
15,8,8,3,9,9,8,8,3,33,1,9,6
60,6,7,2,8,9,8,5,6,71,1,6,10
30,4,7,3,8,7,9,7,4,23,2,5,5
60,7,7,2,5,10,10,3,3,68,1,8,3
60,8,5,3,6,7,7,6,4,21,2,1,5
60,7,6,2,4,7,8,3,2,34,1,4,5
120,7,8,5,8,10,10,8,3,68,2,4,5
120,8,10,3,10,8,6,4,2,77,2,2,4
210,3,6,1,3,4,2,4,3,72,1,1,3
30,5,6,2,7,9,9,7,NA,15,2,NA,2
120,8,8,3,7,8,8,6,8,45,1,10,6
120,10,7,2,3,8,9,7,7,87,1,NA,5
5,5,7,3,6,6,8,6,5,49,2,2,6
90,5,5,3,7,8,9,7,NA,33,1,8,13
180,8,9,3,6,6,7,3,3,72,2,3,4
795,7,7,2,5,7,7,3,7,54,2,1,12
60,7,6,2,2,8,5,2,6,47,1,3,10
60,4,7,3,5,7,6,3,6,40,1,1,6
60,8,8,2,7,10,10,5,3,49,1,9,13
120,7,5,2,2,8,8,2,6,46,1,8,6
210,5,0,3,8,10,10,5,7,80,2,2,10
60,7,8,3,7,8,7,5,1,NA,1,2,8
10,8,9,4,6,6,6,6,NA,47,2,8,11
120,9,9,4,7,9,8,5,3,56,2,10,13
15,4,6,2,7,3,4,6,NA,18,2,NA,3
40,7,6,3,7,8,8,6,7,45,1,6,3
0,5,9,3,5,5,8,3,7,69,2,6,6
120,4,6,4,8,8,8,6,8,53,1,6,9
120,7,9,2,5,5,8,4,3,72,2,10,8
60,9,9,3,8,8,9,7,3,49,2,6,10
45,5,5,3,6,8,8,5,2,74,1,3,9
60,7,7,3,8,8,8,7,3,43,2,6,14
797,5,5,2,1,9,8,5,3,70,2,3,3
150,7,7,3,6,6,7,6,7,76,2,2,3
0,7,7,3,8,9,5,5,7,26,2,6,11
60,4,6,1,6,6,5,5,3,80,2,1,3
90,5,8,2,4,7,8,4,8,47,2,3,5
90,8,8,4,7,8,7,7,7,49,1,9,13
10,3,4,2,5,6,8,2,1,39,1,4,9
120,8,8,4,9,9,9,7,7,73,1,4,13
120,8,8,3,5,10,10,5,3,64,2,1,3
240,7,7,3,9,8,8,6,2,43,1,6,11
60,8,8,3,8,9,9,6,7,75,1,9,13
60,10,10,2,7,9,4,4,7,55,1,10,14
60,7,7,4,8,9,9,6,7,46,1,8,13
60,1,10,1,9,10,10,7,NA,29,1,3,10
5,9,9,4,8,9,9,6,3,51,2,7,10
120,7,9,2,10,7,7,7,3,77,1,4,3
120,8,8,3,5,8,8,4,3,78,1,4,3
0,7,5,2,4,7,7,2,11,26,1,8,5
60,8,8,4,9,8,8,6,7,48,1,10,6
15,6,5,2,8,8,8,7,3,27,1,3,5
120,7,7,3,6,7,7,6,7,24,2,8,11
120,6,7,3,5,7,8,5,3,24,2,5,10
180,7,7,3,8,7,8,7,NA,54,1,7,13
45,7,8,3,8,9,7,6,3,51,1,6,6
120,5,7,3,10,10,10,7,NA,18,1,5,3
90,9,7,4,8,7,7,6,3,60,2,10,10
90,7,9,3,9,2,3,2,6,64,1,6,9
20,10,3,4,10,7,10,9,NA,16,2,9,2
30,7,5,2,7,6,3,3,10,24,2,7,5
60,8,6,3,10,10,10,6,3,35,1,2,5
NA,6,9,NA,10,10,10,8,NA,45,2,NA,3
30,8,7,2,7,8,9,5,5,30,2,6,11
