"ccode","High_Act","Country_Name","Year","Major_Power","Mil_Ex","Mil_Per","Total_Pop","Polity"
343,11,"Macedonia",1998,NA,72000,15,1999,6
343,11,"Macedonia",1998,NA,72000,15,1999,6
345,17,"Yugoslavia",1998,NA,1585000,105,10635,NA
345,17,"Yugoslavia",1998,NA,1585000,105,10635,NA
345,17,"Yugoslavia",1998,NA,1585000,105,10635,NA
345,17,"Yugoslavia",1998,NA,1585000,105,10635,NA
345,17,"Yugoslavia",1998,NA,1585000,105,10635,NA
345,17,"Yugoslavia",1998,NA,1585000,105,10635,NA
345,17,"Yugoslavia",1998,NA,1585000,105,10635,NA
350,8,"Greece",1998,NA,5951000,202,10600,10
350,8,"Greece",1998,NA,5951000,202,10600,10
350,8,"Greece",1998,NA,5951000,202,10600,10
350,8,"Greece",1998,NA,5951000,202,10600,10
350,8,"Greece",1998,NA,5951000,202,10600,10
350,8,"Greece",1998,NA,5951000,202,10600,10
365,8,"Russia",1998,1,57107000,1000,147434,3
365,8,"Russia",1998,1,57107000,1000,147434,3
365,8,"Russia",1998,1,57107000,1000,147434,3
365,8,"Russia",1998,1,57107000,1000,147434,3
365,8,"Russia",1998,1,57107000,1000,147434,3
368,7,"Lithuania",1998,NA,139000,12,3694,10
368,7,"Lithuania",1998,NA,139000,12,3694,10
368,7,"Lithuania",1998,NA,139000,12,3694,10
368,7,"Lithuania",1998,NA,139000,12,3694,10
385,16,"Norway",1998,NA,3391000,33,4419,10
385,16,"Norway",1998,NA,3391000,33,4419,10
385,16,"Norway",1998,NA,3391000,33,4419,10
390,16,"Denmark",1998,NA,2903000,25,5270,10
390,16,"Denmark",1998,NA,2903000,25,5270,10
395,8,"Iceland",1998,NA,0,0,276,NA
93,15,"Nicaragua",1998,NA,30000,14,4807,8
630,17,"Iran",1998,NA,5879000,460,65758,3
371,17,"Armenia",1998,NA,151000,50,3536,5
660,17,"Lebanon",1998,NA,586000,58,3191,-66
522,11,"Djibouti",1998,NA,22000,8,623,-6
130,14,"Ecuador",1998,NA,543000,58,12175,9
350,17,"Greece",1998,NA,5951000,202,10600,10
670,17,"Saudi Arabia",1998,NA,21303000,190,20181,-10
640,16,"Turkey",1998,NA,8955000,788,64479,7
2,16,"United States of America",1998,1,279702000,1510,274028,10
2,16,"United States of America",1998,1,279702000,1510,274028,10
365,11,"Russia",1998,1,57107000,1000,147434,3
365,11,"Russia",1998,1,57107000,1000,147434,3
365,11,"Russia",1998,1,57107000,1000,147434,3
700,0,"Afghanistan",1998,NA,255000,-9,21354,-7
700,0,"Afghanistan",1998,NA,255000,-9,21354,-7
702,11,"Tajikistan",1998,NA,102000,7,6015,-1
500,11,"Uganda",1998,NA,230000,50,20554,-4
471,17,"Cameroon",1998,NA,149000,15,14305,-4
438,14,"Guinea",1998,NA,59000,12,7337,-1
438,14,"Guinea",1998,NA,59000,12,7337,-1
438,14,"Guinea",1998,NA,59000,12,7337,-1
451,17,"Sierra Leone",1998,NA,26000,4,4568,-77
451,17,"Sierra Leone",1998,NA,26000,4,4568,-77
452,14,"Ghana",1998,NA,137000,7,19162,2
2,7,"United States of America",1998,1,279702000,1510,274028,10
450,0,"Liberia",1998,NA,46000,-9,2666,0
530,20,"Ethiopia",1998,NA,387000,200,59649,NA
2,20,"United States of America",1998,1,279702000,1510,274028,10
2,20,"United States of America",1998,1,279702000,1510,274028,10
2,20,"United States of America",1998,1,279702000,1510,274028,10
2,20,"United States of America",1998,1,279702000,1510,274028,10
200,20,"United Kingdom",1998,1,38093000,218,58649,10
200,20,"United Kingdom",1998,1,38093000,218,58649,10
200,20,"United Kingdom",1998,1,38093000,218,58649,10
645,20,"Iraq",1998,NA,1428000,420,21800,-9
645,20,"Iraq",1998,NA,1428000,420,21800,-9
666,10,"Israel",1998,NA,9339000,175,5984,6
640,7,"Turkey",1998,NA,8955000,788,64479,7
365,0,"Russia",1998,1,57107000,1000,147434,3
710,0,"China",1998,1,38191000,2600,1255698,-7
816,0,"Vietnam",1998,NA,943000,640,77562,NA
483,21,"Chad",1998,NA,64000,30,7270,-2
483,21,"Chad",1998,NA,64000,30,7270,-2
483,21,"Chad",1998,NA,64000,30,7270,-2
483,21,"Chad",1998,NA,64000,30,7270,-2
483,21,"Chad",1998,NA,64000,30,7270,-2
483,21,"Chad",1998,NA,64000,30,7270,-2
490,20,"Democratic Republic of the Congo",1998,NA,371000,50,49139,-77
490,20,"Democratic Republic of the Congo",1998,NA,371000,50,49139,-77
490,20,"Democratic Republic of the Congo",1998,NA,371000,50,49139,-77
490,20,"Democratic Republic of the Congo",1998,NA,371000,50,49139,-77
490,20,"Democratic Republic of the Congo",1998,NA,371000,50,49139,-77
500,21,"Uganda",1998,NA,230000,50,20554,-4
500,21,"Uganda",1998,NA,230000,50,20554,-4
500,21,"Uganda",1998,NA,230000,50,20554,-4
500,21,"Uganda",1998,NA,230000,50,20554,-4
517,21,"Rwanda",1998,NA,144000,40,6604,-6
517,21,"Rwanda",1998,NA,144000,40,6604,-6
517,21,"Rwanda",1998,NA,144000,40,6604,-6
540,20,"Angola",1998,NA,974000,100,12092,-3
540,20,"Angola",1998,NA,974000,100,12092,-3
552,20,"Zimbabwe",1998,NA,334000,40,11377,-6
750,17,"India",1999,NA,13895000,1300,998056,9
731,12,"North Korea",1999,NA,2100000,1000,23702,-10
2,7,"United States of America",1999,1,292147000,1490,276218,10
2,7,"United States of America",1999,1,292147000,1490,276218,10
710,12,"China",1999,1,39889000,2400,1266838,-7
350,0,"Greece",1999,NA,5206000,204,10626,10
350,0,"Greece",1999,NA,5206000,204,10626,10
352,16,"Cyprus",1999,NA,353000,14,778,10
365,11,"Russia",1999,1,56800000,900,147196,3
531,17,"Eritrea",1999,NA,309000,215,3719,-6
2,7,"United States of America",1999,1,292147000,1490,276218,10
2,7,"United States of America",1999,1,292147000,1490,276218,10
731,0,"North Korea",1999,NA,2100000,1000,23702,-10
732,0,"South Korea",1999,NA,12088000,665,46480,8
710,7,"China",1999,1,39889000,2400,1266838,-7
350,7,"Greece",1999,NA,5206000,204,10626,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
2,16,"United States of America",1999,1,292147000,1490,276218,10
20,16,"Canada",1999,NA,8395000,60,30857,10
20,16,"Canada",1999,NA,8395000,60,30857,10
20,16,"Canada",1999,NA,8395000,60,30857,10
20,16,"Canada",1999,NA,8395000,60,30857,10
20,16,"Canada",1999,NA,8395000,60,30857,10
20,16,"Canada",1999,NA,8395000,60,30857,10
20,16,"Canada",1999,NA,8395000,60,30857,10
20,16,"Canada",1999,NA,8395000,60,30857,10
20,16,"Canada",1999,NA,8395000,60,30857,10
20,16,"Canada",1999,NA,8395000,60,30857,10
20,16,"Canada",1999,NA,8395000,60,30857,10
20,16,"Canada",1999,NA,8395000,60,30857,10
20,16,"Canada",1999,NA,8395000,60,30857,10
20,16,"Canada",1999,NA,8395000,60,30857,10
20,16,"Canada",1999,NA,8395000,60,30857,10
20,16,"Canada",1999,NA,8395000,60,30857,10
20,16,"Canada",1999,NA,8395000,60,30857,10
20,16,"Canada",1999,NA,8395000,60,30857,10
20,16,"Canada",1999,NA,8395000,60,30857,10
20,16,"Canada",1999,NA,8395000,60,30857,10
200,16,"United Kingdom",1999,1,36368000,218,58744,10
200,16,"United Kingdom",1999,1,36368000,218,58744,10
200,16,"United Kingdom",1999,1,36368000,218,58744,10
200,16,"United Kingdom",1999,1,36368000,218,58744,10
200,16,"United Kingdom",1999,1,36368000,218,58744,10
200,16,"United Kingdom",1999,1,36368000,218,58744,10
200,16,"United Kingdom",1999,1,36368000,218,58744,10
200,16,"United Kingdom",1999,1,36368000,218,58744,10
200,16,"United Kingdom",1999,1,36368000,218,58744,10
200,16,"United Kingdom",1999,1,36368000,218,58744,10
200,16,"United Kingdom",1999,1,36368000,218,58744,10
200,16,"United Kingdom",1999,1,36368000,218,58744,10
200,16,"United Kingdom",1999,1,36368000,218,58744,10
200,16,"United Kingdom",1999,1,36368000,218,58744,10
200,16,"United Kingdom",1999,1,36368000,218,58744,10
200,16,"United Kingdom",1999,1,36368000,218,58744,10
200,16,"United Kingdom",1999,1,36368000,218,58744,10
200,16,"United Kingdom",1999,1,36368000,218,58744,10
200,16,"United Kingdom",1999,1,36368000,218,58744,10
210,16,"Netherlands",1999,NA,6193000,54,15735,10
210,16,"Netherlands",1999,NA,6193000,54,15735,10
210,16,"Netherlands",1999,NA,6193000,54,15735,10
210,16,"Netherlands",1999,NA,6193000,54,15735,10
210,16,"Netherlands",1999,NA,6193000,54,15735,10
210,16,"Netherlands",1999,NA,6193000,54,15735,10
210,16,"Netherlands",1999,NA,6193000,54,15735,10
210,16,"Netherlands",1999,NA,6193000,54,15735,10
210,16,"Netherlands",1999,NA,6193000,54,15735,10
210,16,"Netherlands",1999,NA,6193000,54,15735,10
210,16,"Netherlands",1999,NA,6193000,54,15735,10
210,16,"Netherlands",1999,NA,6193000,54,15735,10
210,16,"Netherlands",1999,NA,6193000,54,15735,10
210,16,"Netherlands",1999,NA,6193000,54,15735,10
210,16,"Netherlands",1999,NA,6193000,54,15735,10
210,16,"Netherlands",1999,NA,6193000,54,15735,10
210,16,"Netherlands",1999,NA,6193000,54,15735,10
210,16,"Netherlands",1999,NA,6193000,54,15735,10
211,16,"Belgium",1999,NA,3442000,42,10152,10
211,16,"Belgium",1999,NA,3442000,42,10152,10
211,16,"Belgium",1999,NA,3442000,42,10152,10
211,16,"Belgium",1999,NA,3442000,42,10152,10
211,16,"Belgium",1999,NA,3442000,42,10152,10
211,16,"Belgium",1999,NA,3442000,42,10152,10
211,16,"Belgium",1999,NA,3442000,42,10152,10
211,16,"Belgium",1999,NA,3442000,42,10152,10
211,16,"Belgium",1999,NA,3442000,42,10152,10
211,16,"Belgium",1999,NA,3442000,42,10152,10
211,16,"Belgium",1999,NA,3442000,42,10152,10
211,16,"Belgium",1999,NA,3442000,42,10152,10
211,16,"Belgium",1999,NA,3442000,42,10152,10
211,16,"Belgium",1999,NA,3442000,42,10152,10
211,16,"Belgium",1999,NA,3442000,42,10152,10
211,16,"Belgium",1999,NA,3442000,42,10152,10
211,16,"Belgium",1999,NA,3442000,42,10152,10
212,8,"Luxembourg",1999,NA,135000,1,426,10
212,8,"Luxembourg",1999,NA,135000,1,426,10
212,8,"Luxembourg",1999,NA,135000,1,426,10
212,8,"Luxembourg",1999,NA,135000,1,426,10
212,8,"Luxembourg",1999,NA,135000,1,426,10
212,8,"Luxembourg",1999,NA,135000,1,426,10
212,8,"Luxembourg",1999,NA,135000,1,426,10
212,8,"Luxembourg",1999,NA,135000,1,426,10
212,8,"Luxembourg",1999,NA,135000,1,426,10
212,8,"Luxembourg",1999,NA,135000,1,426,10
212,8,"Luxembourg",1999,NA,135000,1,426,10
212,8,"Luxembourg",1999,NA,135000,1,426,10
212,8,"Luxembourg",1999,NA,135000,1,426,10
212,8,"Luxembourg",1999,NA,135000,1,426,10
212,8,"Luxembourg",1999,NA,135000,1,426,10
212,8,"Luxembourg",1999,NA,135000,1,426,10
220,16,"France",1999,1,37811000,421,58886,9
220,16,"France",1999,1,37811000,421,58886,9
220,16,"France",1999,1,37811000,421,58886,9
220,16,"France",1999,1,37811000,421,58886,9
220,16,"France",1999,1,37811000,421,58886,9
220,16,"France",1999,1,37811000,421,58886,9
220,16,"France",1999,1,37811000,421,58886,9
220,16,"France",1999,1,37811000,421,58886,9
220,16,"France",1999,1,37811000,421,58886,9
220,16,"France",1999,1,37811000,421,58886,9
220,16,"France",1999,1,37811000,421,58886,9
220,16,"France",1999,1,37811000,421,58886,9
220,16,"France",1999,1,37811000,421,58886,9
220,16,"France",1999,1,37811000,421,58886,9
220,16,"France",1999,1,37811000,421,58886,9
230,16,"Spain",1999,NA,7227000,155,39634,10
230,16,"Spain",1999,NA,7227000,155,39634,10
230,16,"Spain",1999,NA,7227000,155,39634,10
230,16,"Spain",1999,NA,7227000,155,39634,10
230,16,"Spain",1999,NA,7227000,155,39634,10
230,16,"Spain",1999,NA,7227000,155,39634,10
230,16,"Spain",1999,NA,7227000,155,39634,10
230,16,"Spain",1999,NA,7227000,155,39634,10
230,16,"Spain",1999,NA,7227000,155,39634,10
230,16,"Spain",1999,NA,7227000,155,39634,10
230,16,"Spain",1999,NA,7227000,155,39634,10
230,16,"Spain",1999,NA,7227000,155,39634,10
230,16,"Spain",1999,NA,7227000,155,39634,10
230,16,"Spain",1999,NA,7227000,155,39634,10
235,16,"Portugal",1999,NA,2302000,71,9873,10
235,16,"Portugal",1999,NA,2302000,71,9873,10
235,16,"Portugal",1999,NA,2302000,71,9873,10
235,16,"Portugal",1999,NA,2302000,71,9873,10
235,16,"Portugal",1999,NA,2302000,71,9873,10
235,16,"Portugal",1999,NA,2302000,71,9873,10
235,16,"Portugal",1999,NA,2302000,71,9873,10
235,16,"Portugal",1999,NA,2302000,71,9873,10
235,16,"Portugal",1999,NA,2302000,71,9873,10
235,16,"Portugal",1999,NA,2302000,71,9873,10
235,16,"Portugal",1999,NA,2302000,71,9873,10
235,16,"Portugal",1999,NA,2302000,71,9873,10
235,16,"Portugal",1999,NA,2302000,71,9873,10
255,16,"Germany",1999,1,31182000,331,82178,10
255,16,"Germany",1999,1,31182000,331,82178,10
255,16,"Germany",1999,1,31182000,331,82178,10
255,16,"Germany",1999,1,31182000,331,82178,10
255,16,"Germany",1999,1,31182000,331,82178,10
255,16,"Germany",1999,1,31182000,331,82178,10
255,16,"Germany",1999,1,31182000,331,82178,10
255,16,"Germany",1999,1,31182000,331,82178,10
255,16,"Germany",1999,1,31182000,331,82178,10
255,16,"Germany",1999,1,31182000,331,82178,10
255,16,"Germany",1999,1,31182000,331,82178,10
255,16,"Germany",1999,1,31182000,331,82178,10
290,7,"Poland",1999,NA,3222000,187,38740,9
290,7,"Poland",1999,NA,3222000,187,38740,9
290,7,"Poland",1999,NA,3222000,187,38740,9
290,7,"Poland",1999,NA,3222000,187,38740,9
290,7,"Poland",1999,NA,3222000,187,38740,9
290,7,"Poland",1999,NA,3222000,187,38740,9
290,7,"Poland",1999,NA,3222000,187,38740,9
290,7,"Poland",1999,NA,3222000,187,38740,9
290,7,"Poland",1999,NA,3222000,187,38740,9
290,7,"Poland",1999,NA,3222000,187,38740,9
290,7,"Poland",1999,NA,3222000,187,38740,9
310,7,"Hungary",1999,NA,768000,51,10076,10
310,7,"Hungary",1999,NA,768000,51,10076,10
310,7,"Hungary",1999,NA,768000,51,10076,10
310,7,"Hungary",1999,NA,768000,51,10076,10
310,7,"Hungary",1999,NA,768000,51,10076,10
310,7,"Hungary",1999,NA,768000,51,10076,10
310,7,"Hungary",1999,NA,768000,51,10076,10
310,7,"Hungary",1999,NA,768000,51,10076,10
310,7,"Hungary",1999,NA,768000,51,10076,10
310,7,"Hungary",1999,NA,768000,51,10076,10
316,7,"Czech Republic",1999,NA,1115000,54,10262,10
316,7,"Czech Republic",1999,NA,1115000,54,10262,10
316,7,"Czech Republic",1999,NA,1115000,54,10262,10
316,7,"Czech Republic",1999,NA,1115000,54,10262,10
316,7,"Czech Republic",1999,NA,1115000,54,10262,10
316,7,"Czech Republic",1999,NA,1115000,54,10262,10
316,7,"Czech Republic",1999,NA,1115000,54,10262,10
316,7,"Czech Republic",1999,NA,1115000,54,10262,10
316,7,"Czech Republic",1999,NA,1115000,54,10262,10
325,16,"Italy",1999,NA,22664000,391,57343,10
325,16,"Italy",1999,NA,22664000,391,57343,10
325,16,"Italy",1999,NA,22664000,391,57343,10
325,16,"Italy",1999,NA,22664000,391,57343,10
325,16,"Italy",1999,NA,22664000,391,57343,10
325,16,"Italy",1999,NA,22664000,391,57343,10
325,16,"Italy",1999,NA,22664000,391,57343,10
325,16,"Italy",1999,NA,22664000,391,57343,10
339,17,"Albania",1999,NA,140000,18,3113,5
339,17,"Albania",1999,NA,140000,18,3113,5
339,17,"Albania",1999,NA,140000,18,3113,5
339,17,"Albania",1999,NA,140000,18,3113,5
339,17,"Albania",1999,NA,140000,18,3113,5
339,17,"Albania",1999,NA,140000,18,3113,5
339,17,"Albania",1999,NA,140000,18,3113,5
343,11,"Macedonia",1999,NA,67000,16,2011,6
343,11,"Macedonia",1999,NA,67000,16,2011,6
343,11,"Macedonia",1999,NA,67000,16,2011,6
343,11,"Macedonia",1999,NA,67000,16,2011,6
343,11,"Macedonia",1999,NA,67000,16,2011,6
343,11,"Macedonia",1999,NA,67000,16,2011,6
345,17,"Yugoslavia",1999,NA,1654000,105,10637,NA
345,17,"Yugoslavia",1999,NA,1654000,105,10637,NA
345,17,"Yugoslavia",1999,NA,1654000,105,10637,NA
345,17,"Yugoslavia",1999,NA,1654000,105,10637,NA
345,17,"Yugoslavia",1999,NA,1654000,105,10637,NA
350,8,"Greece",1999,NA,5206000,204,10626,10
350,8,"Greece",1999,NA,5206000,204,10626,10
350,8,"Greece",1999,NA,5206000,204,10626,10
350,8,"Greece",1999,NA,5206000,204,10626,10
385,16,"Norway",1999,NA,3241000,33,4442,10
385,16,"Norway",1999,NA,3241000,33,4442,10
385,16,"Norway",1999,NA,3241000,33,4442,10
390,16,"Denmark",1999,NA,2661000,27,5282,10
390,16,"Denmark",1999,NA,2661000,27,5282,10
395,8,"Iceland",1999,NA,0,0,279,NA
775,17,"Myanmar",1999,NA,1995000,345,45059,-7
91,14,"Honduras",1999,NA,95000,8,6316,7
52,0,"Trinidad and Tobago",1999,NA,40000,2,1289,10
630,16,"Iran",1999,NA,5711000,460,66796,3
371,17,"Armenia",1999,NA,159000,50,3525,5
703,0,"Kyrgyzstan",1999,NA,35000,12,4669,-3
702,0,"Tajikistan",1999,NA,92000,7,6104,-1
710,7,"China",1999,1,39889000,2400,1266838,-7
660,17,"Lebanon",1999,NA,563000,58,3236,-66
501,17,"Kenya",1999,NA,327000,24,29549,-2
531,15,"Eritrea",1999,NA,309000,215,3719,-6
365,11,"Russia",1999,1,56800000,900,147196,3
640,16,"Turkey",1999,NA,9717000,789,65546,7
640,14,"Turkey",1999,NA,9717000,789,65546,7
365,12,"Russia",1999,1,56800000,900,147196,3
645,7,"Iraq",1999,NA,1500000,420,22450,-9
750,17,"India",1999,NA,13895000,1300,998056,9
731,12,"North Korea",1999,NA,2100000,1000,23702,-10
500,11,"Uganda",1999,NA,199000,50,21143,-4
500,17,"Uganda",1999,NA,199000,50,21143,-4
450,11,"Liberia",1999,NA,25000,5,2930,0
450,11,"Liberia",1999,NA,25000,5,2930,0
451,1,"Sierra Leone",1999,NA,11000,3,4717,-77
530,20,"Ethiopia",1999,NA,444000,300,61095,NA
101,12,"Venezuela",1999,NA,1328000,75,23706,7
2,20,"United States of America",1999,1,292147000,1490,276218,10
2,20,"United States of America",1999,1,292147000,1490,276218,10
2,20,"United States of America",1999,1,292147000,1490,276218,10
2,20,"United States of America",1999,1,292147000,1490,276218,10
2,20,"United States of America",1999,1,292147000,1490,276218,10
2,20,"United States of America",1999,1,292147000,1490,276218,10
2,20,"United States of America",1999,1,292147000,1490,276218,10
2,20,"United States of America",1999,1,292147000,1490,276218,10
2,20,"United States of America",1999,1,292147000,1490,276218,10
2,20,"United States of America",1999,1,292147000,1490,276218,10
2,20,"United States of America",1999,1,292147000,1490,276218,10
2,20,"United States of America",1999,1,292147000,1490,276218,10
2,20,"United States of America",1999,1,292147000,1490,276218,10
200,20,"United Kingdom",1999,1,36368000,218,58744,10
200,20,"United Kingdom",1999,1,36368000,218,58744,10
200,20,"United Kingdom",1999,1,36368000,218,58744,10
200,20,"United Kingdom",1999,1,36368000,218,58744,10
200,20,"United Kingdom",1999,1,36368000,218,58744,10
200,20,"United Kingdom",1999,1,36368000,218,58744,10
200,20,"United Kingdom",1999,1,36368000,218,58744,10
200,20,"United Kingdom",1999,1,36368000,218,58744,10
200,20,"United Kingdom",1999,1,36368000,218,58744,10
200,20,"United Kingdom",1999,1,36368000,218,58744,10
200,20,"United Kingdom",1999,1,36368000,218,58744,10
200,20,"United Kingdom",1999,1,36368000,218,58744,10
210,7,"Netherlands",1999,NA,6193000,54,15735,10
210,7,"Netherlands",1999,NA,6193000,54,15735,10
210,7,"Netherlands",1999,NA,6193000,54,15735,10
210,7,"Netherlands",1999,NA,6193000,54,15735,10
210,7,"Netherlands",1999,NA,6193000,54,15735,10
210,7,"Netherlands",1999,NA,6193000,54,15735,10
210,7,"Netherlands",1999,NA,6193000,54,15735,10
210,7,"Netherlands",1999,NA,6193000,54,15735,10
210,7,"Netherlands",1999,NA,6193000,54,15735,10
210,7,"Netherlands",1999,NA,6193000,54,15735,10
210,7,"Netherlands",1999,NA,6193000,54,15735,10
220,7,"France",1999,1,37811000,421,58886,9
220,7,"France",1999,1,37811000,421,58886,9
220,7,"France",1999,1,37811000,421,58886,9
220,7,"France",1999,1,37811000,421,58886,9
220,7,"France",1999,1,37811000,421,58886,9
220,7,"France",1999,1,37811000,421,58886,9
220,7,"France",1999,1,37811000,421,58886,9
220,7,"France",1999,1,37811000,421,58886,9
220,7,"France",1999,1,37811000,421,58886,9
220,7,"France",1999,1,37811000,421,58886,9
255,7,"Germany",1999,1,31182000,331,82178,10
255,7,"Germany",1999,1,31182000,331,82178,10
255,7,"Germany",1999,1,31182000,331,82178,10
255,7,"Germany",1999,1,31182000,331,82178,10
255,7,"Germany",1999,1,31182000,331,82178,10
255,7,"Germany",1999,1,31182000,331,82178,10
255,7,"Germany",1999,1,31182000,331,82178,10
255,7,"Germany",1999,1,31182000,331,82178,10
255,7,"Germany",1999,1,31182000,331,82178,10
325,7,"Italy",1999,NA,22664000,391,57343,10
325,7,"Italy",1999,NA,22664000,391,57343,10
325,7,"Italy",1999,NA,22664000,391,57343,10
325,7,"Italy",1999,NA,22664000,391,57343,10
325,7,"Italy",1999,NA,22664000,391,57343,10
325,7,"Italy",1999,NA,22664000,391,57343,10
325,7,"Italy",1999,NA,22664000,391,57343,10
325,7,"Italy",1999,NA,22664000,391,57343,10
350,7,"Greece",1999,NA,5206000,204,10626,10
350,7,"Greece",1999,NA,5206000,204,10626,10
350,7,"Greece",1999,NA,5206000,204,10626,10
350,7,"Greece",1999,NA,5206000,204,10626,10
350,7,"Greece",1999,NA,5206000,204,10626,10
350,7,"Greece",1999,NA,5206000,204,10626,10
350,7,"Greece",1999,NA,5206000,204,10626,10
640,0,"Turkey",1999,NA,9717000,789,65546,7
640,0,"Turkey",1999,NA,9717000,789,65546,7
640,0,"Turkey",1999,NA,9717000,789,65546,7
640,0,"Turkey",1999,NA,9717000,789,65546,7
640,0,"Turkey",1999,NA,9717000,789,65546,7
640,0,"Turkey",1999,NA,9717000,789,65546,7
645,20,"Iraq",1999,NA,1500000,420,22450,-9
645,20,"Iraq",1999,NA,1500000,420,22450,-9
645,20,"Iraq",1999,NA,1500000,420,22450,-9
645,20,"Iraq",1999,NA,1500000,420,22450,-9
645,20,"Iraq",1999,NA,1500000,420,22450,-9
651,7,"Egypt",1999,NA,2988000,430,67226,-6
651,7,"Egypt",1999,NA,2988000,430,67226,-6
651,7,"Egypt",1999,NA,2988000,430,67226,-6
651,7,"Egypt",1999,NA,2988000,430,67226,-6
663,7,"Jordan",1999,NA,588000,102,6482,-2
663,7,"Jordan",1999,NA,588000,102,6482,-2
663,7,"Jordan",1999,NA,588000,102,6482,-2
670,15,"Saudi Arabia",1999,NA,21876000,190,20899,-10
670,15,"Saudi Arabia",1999,NA,21876000,190,20899,-10
690,11,"Kuwait",1999,NA,3275000,21,1897,-7
630,0,"Iran",1999,NA,5711000,460,66796,3
630,16,"Iran",1999,NA,5711000,460,66796,3
438,8,"Guinea",1999,NA,60000,12,7360,-1
731,0,"North Korea",1999,NA,2100000,1000,23702,-10
816,16,"Vietnam",1999,NA,890000,485,78705,NA
200,8,"United Kingdom",1999,1,36368000,218,58744,10
365,7,"Russia",1999,1,56800000,900,147196,3
365,0,"Russia",1999,1,56800000,900,147196,3
483,21,"Chad",1999,NA,47000,30,7458,-2
483,21,"Chad",1999,NA,47000,30,7458,-2
483,21,"Chad",1999,NA,47000,30,7458,-2
483,21,"Chad",1999,NA,47000,30,7458,-2
483,21,"Chad",1999,NA,47000,30,7458,-2
483,21,"Chad",1999,NA,47000,30,7458,-2
490,20,"Democratic Republic of the Congo",1999,NA,411000,55,50335,-77
490,20,"Democratic Republic of the Congo",1999,NA,411000,55,50335,-77
490,20,"Democratic Republic of the Congo",1999,NA,411000,55,50335,-77
490,20,"Democratic Republic of the Congo",1999,NA,411000,55,50335,-77
490,20,"Democratic Republic of the Congo",1999,NA,411000,55,50335,-77
500,21,"Uganda",1999,NA,199000,50,21143,-4
500,21,"Uganda",1999,NA,199000,50,21143,-4
500,21,"Uganda",1999,NA,199000,50,21143,-4
500,21,"Uganda",1999,NA,199000,50,21143,-4
517,21,"Rwanda",1999,NA,135000,40,7235,-6
517,21,"Rwanda",1999,NA,135000,40,7235,-6
517,21,"Rwanda",1999,NA,135000,40,7235,-6
540,20,"Angola",1999,NA,1005000,100,12479,-3
540,20,"Angola",1999,NA,1005000,100,12479,-3
552,20,"Zimbabwe",1999,NA,418000,40,11529,-3
2,0,"United States of America",1999,1,292147000,1490,276218,10
2,0,"United States of America",1999,1,292147000,1490,276218,10
2,0,"United States of America",1999,1,292147000,1490,276218,10
2,0,"United States of America",1999,1,292147000,1490,276218,10
2,0,"United States of America",1999,1,292147000,1490,276218,10
2,0,"United States of America",1999,1,292147000,1490,276218,10
2,0,"United States of America",1999,1,292147000,1490,276218,10
2,0,"United States of America",1999,1,292147000,1490,276218,10
2,0,"United States of America",1999,1,292147000,1490,276218,10
2,0,"United States of America",1999,1,292147000,1490,276218,10
2,0,"United States of America",1999,1,292147000,1490,276218,10
2,0,"United States of America",1999,1,292147000,1490,276218,10
2,0,"United States of America",1999,1,292147000,1490,276218,10
20,0,"Canada",1999,NA,8395000,60,30857,10
20,0,"Canada",1999,NA,8395000,60,30857,10
20,0,"Canada",1999,NA,8395000,60,30857,10
20,0,"Canada",1999,NA,8395000,60,30857,10
20,0,"Canada",1999,NA,8395000,60,30857,10
20,0,"Canada",1999,NA,8395000,60,30857,10
20,0,"Canada",1999,NA,8395000,60,30857,10
20,0,"Canada",1999,NA,8395000,60,30857,10
20,0,"Canada",1999,NA,8395000,60,30857,10
20,0,"Canada",1999,NA,8395000,60,30857,10
20,0,"Canada",1999,NA,8395000,60,30857,10
20,0,"Canada",1999,NA,8395000,60,30857,10
200,0,"United Kingdom",1999,1,36368000,218,58744,10
200,0,"United Kingdom",1999,1,36368000,218,58744,10
200,0,"United Kingdom",1999,1,36368000,218,58744,10
200,0,"United Kingdom",1999,1,36368000,218,58744,10
200,0,"United Kingdom",1999,1,36368000,218,58744,10
200,0,"United Kingdom",1999,1,36368000,218,58744,10
200,0,"United Kingdom",1999,1,36368000,218,58744,10
